Show,Season,User_Ratings,Audience_Score,Critic_Ratings,Tomatometer
Kingdom,1,459,97,14,93
Kingdom,2,162,94,7,100
The Peak,1,80,52,30,90
Anima Nera,1,64,93,5,100
The Baker,1,77,91,7,86
MANO NERA,1,89,79,29,21
The Stripper,1,1979,94,44,77
The Stripper,2,1255,97,21,95
The Stripper,3,1799,97,26,100
The Stripper,4,1447,94,33,100
Gifted,1,1013,75,54,76
Gifted,2,317,65,12,83
Dragons,1,47,51,5,100
Dreams,1,378,76,53,72
Sister Kate,1,60,91,12,75
Raised by Wolves,1,660,79,49,78
Call My Agent,1,41,97,7,100
Jenny Jones,1,385,94,81,90
The Worms,1,9,89,5,100
Sleepless,1,19,100,24,88
Sleepless,2,11,90,11,91
Sleepless,3,9,86,6,67
Outpost,1,257,88,10,50
Dark Blue,1,4123,92,45,89
Dark Blue,2,2752,97,29,100
Dark Blue,3,2460,95,29,97
Biography,1,199,46,55,80
Ugly Delicious,1,147,73,21,100
Ugly Delicious,2,13,46,5,100
Cherish the Day,1,10,100,9,78
Rosehaven,1,13,100,6,100
Panthers,1,50,56,16,88
Limni,1,824,90,48,58
Lily,1,233,90,15,60
Lily,2,143,86,7,71
Snow,1,382,72,77,61
Bloodliners,1,962,90,48,81
Bloodliners,2,555,83,19,53
Bloodliners,3,329,55,17,53
Lázaro,1,111,89,31,61
Web,1,17,46,11,45
Maçolar,1,4482,95,42,86
Maçolar,2,3783,97,35,97
Maçolar,3,3646,98,35,100
Maçolar,4,3090,99,34,100
Maçolar,5,6370,98,97,97
Blanca,1,211,88,6,100
Hyper,1,57,93,9,100
Will & Kate: Before Happily Ever After,1,82,83,32,56
Sorry!,1,261,91,31,94
Boys,1,3655,91,101,84
Boys,2,1669,79,96,97
Sister Wives,1,169,77,40,60
Pandemic: How to Prevent an Outbreak,1,34,79,8,100
Misha,1,108,66,18,50
Quest,1,196,86,36,89
Fidelis,1,213,79,71,86
Bounty,1,668,95,24,92
Deep Space Mine,1,182,75,37,35
Affinity,1,41,98,8,100
Affinity,2,19,100,6,100
Opas,1,88,94,12,75
Progress,1,90,68,27,100
Soldier,1,7,100,14,100
Voltz,1,1003,94,11,100
Voltz,2,432,96,5,100
Voltz,3,415,94,5,100
Voltz,4,394,79,5,80
Voltz,5,366,87,5,100
Voltz,6,743,90,5,100
Voltz,7,3055,75,5,100
Voltz,8,4261,6,7,86
Cristina Bazán,1,200,70,21,57
Cristina Bazán,2,60,64,7,57
BETA,1,60,72,7,14
Champion,1,66,71,19,63
Mr. Nice,1,146,98,20,90
Mr. Nice,2,93,97,8,100
Sham,1,52,90,37,70
Sham,2,355,94,11,100
Sham,3,326,94,13,92
Sham,4,461,95,15,100
Sham,5,24,88,12,92
Sham,6,24,83,10,100
Sham,7,194,92,8,88
Sham,8,379,79,7,100
Sham,9,222,58,11,73
Sham,10,168,52,5,40
Mati & Rocco,1,10,80,27,48
Marinara,1,17,82,8,13
Helpsters,1,7,100,5,80
Zbrodnia,1,2043,90,101,96
Zbrodnia,2,776,88,68,92
Zbrodnia,3,444,79,49,80
Vamos Juan,1,9,100,5,100
The Army Game,1,2032,92,73,92
The Army Game,2,2154,89,58,100
The Army Game,3,1826,86,47,98
The Army Game,4,586,87,51,100
Lucky Chance,1,1524,80,103,91
Lucky Chance,2,553,76,43,81
Lucky Chance,3,378,62,29,90
Khun Dech,1,1752,93,26,92
Khun Dech,2,175,73,5,60
Planetar,1,38,92,17,88
Juvie,1,357,99,24,92
Final Fu,1,19,71,6,100
Compás,1,105,92,5,100
Compás,2,71,97,5,100
Compás,3,71,97,7,100
Compás,4,71,93,15,100
Compás,5,7,100,29,90
Mr & Miss 7 States,1,191,78,8,88
5Starz,1,164,80,29,100
Crispin,1,19,100,12,67
UHShe,1,77,72,15,93
UHShe,2,17,82,8,100
UHShe,3,41,74,8,100
Captives,1,22,55,8,75
Next in Fashion,1,72,65,13,85
13,1,182,76,17,88
The Wright Stuff,1,47,77,29,55
Deranged,1,50,92,6,100
For the People,1,127,86,16,69
Kali,1,37,95,8,100
Fight Class,1,323,76,8,88
Salt,1,36,69,13,100
Andy's Gang,1,16,94,21,95
Andy's Gang,2,36,97,6,100
Love Shop,1,14,64,25,92
Katy,1,80,79,22,91
Maraton Man,1,803,87,49,63
Maraton Man,2,422,88,9,100
Maraton Man,3,375,92,8,88
"Me, Myself & the World",1,105,89,24,63
Dangerous Adventures for Boys,1,17,78,7,71
Blaga & misterije,1,289,91,19,68
Primes,1,24,69,16,50
Trial,1,18,78,14,86
Menen,1,58,86,39,64
The End of Comedy,1,4032,91,52,96
The End of Comedy,2,577,89,35,91
lol:-),1,32,22,5,80
Mr. & Mrs.,1,191,78,8,88
Langdon,1,299,78,22,50
Langdon,2,90,86,5,100
Dark.net,1,43,79,6,67
Micaela,1,291,72,75,97
Mariana & Scarlett,1,95,84,5,80
Ophelia,1,34,68,8,75
Love Match,1,38,32,12,50
Rote Rosen,1,27,43,20,85
Wreck,1,6,67,12,58
Sleeves,1,57,96,15,87
Sleeves,2,34,97,8,88
Sleeves,3,29,97,5,100
MechaNick,1,347,78,10,80
Agent,1,11,64,16,81
Truth & Justice: The West Memphis Three,1,53,87,33,79
Astronomy Club,1,35,86,8,100
Selection Day,1,19,69,7,43
Maury,1,1198,93,31,100
Maury,2,828,93,42,93
Maury,3,893,83,40,80
Maury,4,925,90,46,81
Maury,5,666,85,27,88
Maury,6,472,76,28,78
Maury,7,306,76,20,80
Maury,8,220,87,26,85
The Last Stop,1,36,96,22,64
Chances,1,357,84,32,75
Jonathan,1,632,88,35,91
H.O.D.L,1,811,76,126,57
Laor,1,14,93,13,100
Labyrinthes,1,23,42,11,64
Predation,1,150,90,10,100
The Alien,1,990,79,78,67
The Alien,2,125,85,17,82
S'parta,1,371,86,23,52
S'parta,2,244,88,11,82
S'parta,3,262,86,13,69
Salt Fat Acid Heat,1,36,69,13,100
The Office,1,18,89,39,69
The Office,2,583,98,13,100
The Office,3,655,98,13,100
The Office,4,606,98,12,83
The Office,5,574,98,16,100
The Office,6,521,94,15,73
The Office,7,528,93,24,83
The Office,8,540,57,25,44
The Office,9,786,87,42,79
Gung Ho,1,44,61,12,67
Merchant,1,34,86,43,93
First In,1,124,83,23,70
Bullproof,1,23,91,5,60
Stage of Love,1,30,80,25,96
Penny on M.A.R.S.,1,11,80,6,83
Wicked Tuna,1,61,67,45,18
Gordon Ramsay's 24 Hours to Hell and Back,1,7,86,5,80
Shelldon,1,762,73,46,76
Quants,1,950,65,59,81
Quants,2,127,41,5,60
Sobriety,1,383,78,36,86
Project X,1,149,85,53,81
Project X,2,190,89,17,88
Project X,3,177,90,12,83
Project X,4,90,87,17,94
Project X,5,33,89,5,80
Project X,6,47,52,11,91
Robolution,1,118,49,55,55
Robolution,2,195,81,14,79
The Keeper,1,538,94,31,97
Not Safe with Nikki Glaser,1,27,58,7,100
CaRtOoNz,1,244,50,25,32
Homens?,1,1209,90,97,84
The Cove,1,273,89,42,55
The Cove,2,158,93,5,100
Moah,1,438,96,16,69
Beacon Hill,1,73,81,37,76
Medic,1,201,74,13,92
Bulle,1,23,91,5,60
Love & Elevators,1,887,86,46,87
Love & Elevators,2,239,85,27,96
Love & Elevators,3,159,87,11,100
Vicarious,1,87,90,10,80
Rupert Bear,1,139,87,24,96
Rupert Bear,2,287,76,19,100
The Woodlies,1,34,85,12,83
Method,1,350,91,44,80
Method,2,95,93,7,100
F.L.A,1,35,97,18,67
The Bad Land,1,803,87,49,63
The Bad Land,2,422,88,9,100
The Bad Land,3,375,92,8,88
Infantia,1,3437,83,56,11
Emina,1,248,92,25,100
'Pathic,1,1913,43,67,90
Leo and Me,1,962,90,48,81
Leo and Me,2,555,83,19,53
Leo and Me,3,329,55,17,53
The Dig,1,124,83,23,70
Nightshift,1,115,69,23,17
Laurel Canyon,1,14,93,13,100
Gran,1,44,84,14,71
The Putin Interviews,1,83,70,12,75
Second chance,1,170,89,27,30
Jesus John,1,53,76,8,100
Tales of Adventure,1,338,97,16,94
King Fun,1,87,49,14,14
Drakul,1,1089,57,54,70
re:View,1,78,100,15,87
re:View,2,94,97,17,100
re:View,3,23,73,18,100
On the Spectrum,1,22,91,11,100
The Stare Down,1,30,80,25,96
The Zens,1,42,93,16,94
Akela,1,430,85,52,58
Akela,2,312,83,7,100
Akela,3,134,88,5,100
Trigger,1,55,70,8,88
The Innocent,1,80,73,23,74
Enlisted,1,86,85,38,87
The Hidden,1,5,100,5,100
Magica,1,10,40,5,100
Hounslow,1,1294,83,55,78
Hounslow,2,334,51,14,43
Keller,1,383,78,36,86
Romance Blue,1,205,86,34,88
The Apocalypse,1,284,88,35,83
The Flush,1,11,82,13,69
Sanders Shorts,1,126,87,11,100
Sanders Shorts,2,27,89,5,100
The Outsider,1,877,83,67,91
FreaQ,1,160,88,26,77
Strangler!,1,12156,96,90,97
Strangler!,2,6256,90,148,94
Strangler!,3,5890,87,136,89
Clone One,1,206,46,11,73
Lone Pine,1,887,86,46,87
Lone Pine,2,239,85,27,96
Lone Pine,3,159,87,11,100
Lucilla,1,18,88,8,88
The S.C.I. Files,1,329,96,14,93
The S.C.I. Files,2,219,97,8,88
The S.C.I. Files,3,189,97,8,88
The S.C.I. Files,4,169,96,6,100
The S.C.I. Files,5,166,95,6,67
The S.C.I. Files,6,153,94,6,83
The S.C.I. Files,7,144,86,9,78
The S.C.I. Files,8,143,71,9,67
The S.C.I. Files,9,167,56,9,22
The S.C.I. Files,10,1569,73,56,64
The S.C.I. Files,11,448,78,41,77
Unexpected,1,5,80,20,55
Floor is Lava,1,37,22,12,67
Klump,1,37,46,18,67
Dave Chappelle,1,332,91,18,72
The Settlers,1,80,80,43,100
Jonah,1,36,67,5,80
Arjun,1,44,88,6,83
Kharia,1,14,86,20,80
Jalan,1,44,61,12,67
Hyde & Seek,1,57,96,15,87
Hyde & Seek,2,34,97,8,88
Hyde & Seek,3,29,97,5,100
F.A.S.T Team,1,73,95,13,92
F.A.S.T Team,2,38,92,8,100
F.A.S.T Team,3,41,78,5,80
F.A.S.T Team,4,8,50,5,100
F.A.S.T Team,5,8,88,6,100
W.A.R.P. Team!,1,263,83,82,88
W.A.R.P. Team!,2,425,91,70,97
The Veil,1,22,86,14,36
Chilmark,1,60,78,6,83
Town Hall,1,129,91,12,100
Town Hall,2,89,92,6,100
Town Hall,3,85,90,9,100
Town Hall,4,85,90,8,100
Town Hall,5,121,90,13,100
Town Hall,6,59,73,7,100
Trace Me,1,12,80,18,94
Pandu,1,34,79,8,100
Pure Mule,1,139,84,23,26
Camille Leon,1,16,88,14,100
Puro hantâ,1,14,86,20,80
C&M Entertainment,1,10,100,9,78
Ryder,1,12156,96,90,97
Ryder,2,6256,90,148,94
Ryder,3,5890,87,136,89
SOBR,1,261,91,31,94
Riddler,1,41,78,22,100
Unsolved,1,77,82,23,74
Unsolved,2,14,79,5,80
Deman,1,50,92,6,100
BAD LAND,1,803,87,49,63
BAD LAND,2,422,88,9,100
BAD LAND,3,375,92,8,88
Euphoria,1,1019,85,94,82
6,1,166,87,13,62
Immigration Nation,1,93,59,21,100
Joshua Jones,1,583,88,40,78
Joshua Jones,2,286,97,11,100
Team Toon,1,277,83,24,71
Traición,1,60,64,33,24
Almost Live,1,44,94,12,75
Apocalypse,1,130,70,32,78
Ruptures,1,17,78,6,83
Pagten,1,304,75,82,76
Natacha,1,206,46,11,73
Lorena,1,23,67,45,82
Summer Snow,1,382,72,77,61
Bonekeep,1,23,29,12,33
Princess Pat,1,67,95,43,84
Coinland,1,63,85,26,35
An Tain,1,89,93,17,82
Digger,1,20,60,21,57
Stress Test,1,180,95,18,89
Tanked,1,113,77,6,50
Lindsay Lohan's Beach Club,1,16,38,15,27
Chernov,1,2572,98,95,96
The Spartan,1,371,86,23,52
The Spartan,2,244,88,11,82
The Spartan,3,262,86,13,69
Decisions,1,30,88,11,64
Ditte & Louise,1,90,78,46,85
Grace,1,1020,87,40,57
Grace,2,303,92,11,91
Grace,3,186,92,10,100
Grace,4,123,93,6,100
Grace,5,89,87,13,100
Grace,6,46,85,6,83
A'dam - E.V.A.,1,64,86,14,21
Dice Shame,1,11,89,13,85
Lucre,1,165,89,15,93
SWAN,1,248,74,26,85
SWAN,2,122,94,14,86
SWAN,3,18,89,8,100
Malan & Kie,1,48,85,5,40
El mal,1,113,77,6,50
Momo,1,1060,85,51,43
Limni,1,823,90,48,58
Gandu,1,55,70,8,88
Out,1,602,86,21,71
Solve,1,29,96,8,63
Strutter,1,7,86,15,93
Myth,1,195,86,36,89
The Court,1,137,69,19,47
Rory & Paddy's Even Greater British Adventure,1,219,91,66,89
Recover,1,52,73,6,100
Love & Hip Hop: Atlanta,1,887,86,46,87
Love & Hip Hop: Atlanta,2,239,85,27,96
Love & Hip Hop: Atlanta,3,159,87,11,100
Gio,1,1401,92,31,97
Gio,2,283,93,12,92
Gio,3,115,87,5,100
The Confessional,1,51,92,17,100
The Break with Michelle Wolf,1,245,60,16,81
Nasi,1,112,42,42,17
Quiller,1,268,81,31,87
Quiller,2,148,89,21,95
Quiller,3,237,84,22,95
Quiller,4,225,81,20,95
Quiller,5,126,76,20,95
Quiller,6,117,62,19,95
Quiller,7,103,43,23,91
Blue Code,1,17,82,8,13
Hobo Hero,1,223,84,50,24
Mason & Diploma,1,302,75,82,76
Tidying Up with Marie Kondo,1,42,73,36,81
Fitnes,1,182,93,23,96
Gatten,1,78,40,5,40
The Reef,1,5,80,20,55
Zero One,1,114,94,12,100
Bad Papa,1,113,84,5,80
Laps,1,100,62,17,24
Dishmantled,1,7,29,20,75
D.E.A.D,1,8,100,8,100
Petrol,1,1629,80,51,96
Petrol,2,148,69,25,96
High School,1,230,80,32,75
Rumors,1,77,72,15,93
Rumors,2,17,82,8,100
Rumors,3,41,74,8,100
Cars,1,27,88,10,90
Malicia,1,835,79,46,74
Malicia,2,397,90,22,91
Malicia,3,509,88,13,100
Malicia,4,145,77,29,93
Malicia,5,205,66,10,100
Zendaman,1,1017,85,94,82
Diagnoza,1,19,74,13,100
I.M.,1,92,59,21,100
Ryan,1,29,96,8,63
Medics,1,201,74,13,92
Reapers,1,9,57,24,100
Bond and James,1,16,93,13,92
The Bone Yard,1,98,94,23,100
The Bone Yard,2,13,92,12,92
The Bone Yard,3,20,95,11,82
The Bone Yard,4,31,93,7,57
The Bone Yard,5,33,97,14,79
Magica,1,9,33,5,100
Godspeed,1,6,67,12,58
Sphere,1,257,68,37,76
Sphere,2,7,86,7,100
Daily Bread,1,37,73,35,83
Lies,1,8,50,8,88
Half Life,1,191,82,19,37
Katie Morag,1,189,82,22,55
The Voice,1,11,56,10,90
Me & Mrs. C.,1,105,89,24,63
Blake & Emily Get Famous,1,8,100,6,100
Continuum,1,170,78,14,86
Continuum,2,102,91,5,80
Continuum,3,232,90,7,100
Street Food: Latin America,1,5,80,7,86
Centraal,1,93,72,36,92
The Straits,1,1977,94,44,77
The Straits,2,1254,97,21,95
The Straits,3,1799,97,26,100
The Straits,4,1447,94,33,100
Fann Adventure,1,142,96,22,100
Logan High,1,8,100,8,100
Lime Street,1,8,100,10,100
Jan,1,1349,87,51,100
Jan,2,377,91,12,100
Jan,3,218,88,14,100
Jan,4,235,88,20,100
Jan,5,218,71,22,100
The Cavanaughs,1,6,100,12,83
The Cavanaughs,2,5,80,6,83
Police & Thief,1,20,76,11,100
Party Over Here,1,11,50,6,33
Michael Jackson,1,194,95,24,100
Michael Jackson,2,123,97,30,97
Bianca,1,30,80,20,85
Triads,1,144,74,18,44
H8ters,1,226,70,20,50
Normal People,1,381,93,80,90
Geisting,1,71,90,29,76
Dance Bar,1,762,73,46,76
The Moonstone,1,119,60,6,100
Borges,1,625,94,33,82
Borges,2,535,91,34,97
Borges,3,378,85,29,100
Borges,4,151,86,15,100
Borges,5,83,84,13,100
Petit,1,18,78,14,86
Teenage Crime,1,659,95,24,92
Amazonki,1,172,85,63,75
Confession,1,51,92,17,100
María Sol,1,206,77,30,90
The Onion,1,30,80,25,96
The Clinton Affair,1,10,100,8,75
Bodo,1,38,70,12,100
Bloop and Loop,1,8,100,5,100
Unfit,1,18,33,5,40
Band of Brothers,1,745,98,32,94
The Pool,1,789,86,89,57
The Pool,2,193,76,20,40
Vanity,1,65,91,37,89
Horná Dolná,1,459,97,14,93
Horná Dolná,2,159,94,7,100
Joe and Sons,1,14,86,20,80
Socks,1,704,92,48,71
Tube Mice,1,18,87,5,100
Edera,1,417,78,42,38
The Outs,1,874,83,67,91
Spyder Games,1,1192,89,57,82
Spyder Games,2,652,90,18,83
Spyder Games,3,493,94,15,93
Spyder Games,4,253,88,10,90
Spyder Games,5,308,86,5,100
Spyder Games,6,337,91,5,100
Loabin,1,66,91,10,80
Magdalena,1,38,55,8,100
Marisela,1,1531,96,82,94
Marisela,2,447,92,71,92
Marisela,3,398,75,50,82
Marielena,1,4861,95,46,100
Marielena,2,359,91,28,89
Mulligan's Stew,1,151,89,9,78
Measures,1,40,71,29,59
Measures,2,34,52,20,40
Angeles,1,30,63,30,70
Cowboy & Dandy,1,142,96,22,100
Joel & Nish vs the World,1,72,72,6,83
Watson & Oliver,1,257,68,37,76
Watson & Oliver,2,7,86,7,100
Tall Tales & Legends,1,362,75,62,84
Civilisations,1,6,40,10,90
Joe,1,23,100,5,100
Warrior,1,154,94,24,79
Blue Whale,1,11,91,6,67
Novela,1,82,59,27,96
Tanglin,1,90,68,27,100
Little z,1,1538,95,125,93
Little z,2,247,85,102,85
G&T webserie,1,43,84,14,71
Sally,1,182,66,32,97
Blunder,1,1619,96,15,87
Blunder,2,1165,97,7,100
Blunder,3,811,95,7,100
Blunder,4,742,96,28,93
Blunder,5,517,88,27,85
Bravo!,1,14,86,7,71
The Adventures of Lano & Woodley,1,15,87,13,92
The Adventures of Lano & Woodley,2,9,78,5,80
Bounty Hunters,1,659,95,24,92
Ariol,1,20,100,5,100
Dila Hanim,1,309,75,12,42
Cynthia,1,262,91,30,83
Cynthia,2,127,24,23,57
Demony,1,89,89,6,100
Loops,1,13,67,5,60
Schmidt & Schmitt - Wir ermitteln in jedem Fall,1,1848,87,60,95
Schmidt & Schmitt - Wir ermitteln in jedem Fall,2,479,84,32,100
Schmidt & Schmitt - Wir ermitteln in jedem Fall,3,383,84,30,97
Schmidt & Schmitt - Wir ermitteln in jedem Fall,4,321,75,32,94
Blue Card,1,70,85,31,84
Legal High,1,237,93,6,100
Legal High,2,65,97,6,100
Legal High,3,55,84,6,100
Jack and Mike,1,5,100,5,80
Dark Ages,1,1036,94,77,88
Odisseia,1,20,75,8,50
Wes,1,5,60,6,17
Amadeus,1,571,68,42,52
Amadeus,2,338,77,12,92
Amadeus,3,138,36,5,40
Himmelblå,1,74,59,20,80
One More,1,32,88,34,97
One More,2,287,95,29,100
One More,3,29,97,29,100
One More,4,75,84,20,100
The Bone Collector,1,63,65,11,36
The Astronauts,1,70,79,30,47
Jaguar,1,909,79,50,84
Jaguar,2,272,84,14,86
Jaguar,3,124,79,9,78
Jaguar,4,113,78,12,92
Émilie,1,5,100,6,67
Martine,1,76,39,25,76
Comedy Circus,1,25,92,7,100
Ben Hall,1,42,88,39,92
Rasabali,1,221,80,15,87
Babi!,1,93,80,5,80
Black Boots,1,16,93,7,86
TEN Drama,1,78,74,22,55
Joan & Melissa: Joan Knows Best?,1,7,50,25,92
Group,1,41,94,15,73
Shin Chan,1,44,50,5,100
Hjem,1,225,67,35,26
Hjem,2,258,77,11,55
Hjem,3,55,47,6,33
Cher,1,9,100,9,78
Boes,1,129,76,11,82
3Way,1,539,60,65,58
Gruey,1,8,83,6,67
Salsa,1,425,80,21,48
Marcela,1,8,100,5,60
L.I.T,1,46,83,29,76
Demob,1,89,89,6,100
Basta,1,227,61,56,46
E.L.E.,1,378,76,53,72
Presten,1,11,91,6,100
Socially Distanced,1,5,80,11,55
Marvels,1,248,88,26,27
The Avatars,1,744,98,11,100
The Avatars,2,304,99,6,100
The Avatars,3,738,98,7,100
After,1,967,93,45,73
After,2,343,85,29,76
Majid,1,57,75,29,72
Frannie's Turn,1,174,90,41,54
Looser,1,13,67,5,60
Akasaka,1,63,94,5,100
King Ester,1,74,68,12,75
Mrs. Town,1,1531,96,82,94
Mrs. Town,2,447,92,71,92
Mrs. Town,3,398,75,50,82
Alejandra,1,1215,91,25,80
Alejandra,2,434,90,13,100
Alejandra,3,283,83,16,100
Beast,1,94,88,11,91
Seconde B,1,170,89,27,30
Monty & Co.,1,25,92,7,100
Rafferty,1,6,83,6,83
Sun Records,1,50,94,10,60
Tania,1,457,91,37,78
Tania,2,589,53,8,88
Tania,3,254,53,5,80
Gimi,1,132,88,22,100
Sold,1,7,100,14,100
Orfani,1,18,11,7,86
Swallow,1,1215,91,25,80
Swallow,2,434,90,13,100
Swallow,3,283,83,16,100
The Stash,1,558,92,11,100
The Stash,2,131,95,6,100
The Stash,3,140,93,7,100
Amor mío,1,236,84,38,97
Amor mío,2,94,93,30,97
Masa Muda,1,1283,78,23,100
Masa Muda,2,978,81,33,100
Masa Muda,3,110,81,28,96
The Jane Show,1,13,78,10,70
Cnex,1,18,72,14,64
Maya and Yaya,1,92,77,13,38
Lenny & Twiek,1,381,93,80,90
Odomo Anime,1,93,72,36,92
Silenci?,1,77,85,24,46
Strathblair,1,27,68,33,73
Strathblair,2,35,85,9,89
Star of the Family,1,39,95,5,100
Amazon,1,172,85,63,75
¿Quien?,1,37,68,11,91
Bluf,1,131,89,14,36
Mars Rover,1,41,97,7,100
Kung Foot,1,15,73,17,82
Ratz,1,358,84,43,86
Siddhanth,1,31,45,10,80
Cross,1,64,86,14,21
Anna German,1,2400,82,43,49
Anna German,2,1356,80,9,100
Anna German,3,1422,78,7,100
Anna German,4,855,86,8,100
Anna German,5,466,81,21,81
Marcel,1,220,75,15,73
Marcel,2,104,62,7,57
Woke,1,85,60,41,76
Julie,1,353,99,24,92
Gentrified,1,115,77,23,91
Scene,1,45,95,12,92
Tieta,1,3119,73,45,80
Tieta,2,625,72,21,81
Foxy Brown,1,421,80,25,84
Foxy Brown,2,285,84,16,81
Foxy Brown,3,279,82,13,100
Foxy Brown,4,265,78,12,100
Foxy Brown,5,379,81,16,88
Dear...,1,8,88,10,100
Sarge,1,8,71,6,100
Raymond & Lane,1,14,62,16,88
Moe & Jerryweather,1,1323,90,33,82
Moe & Jerryweather,2,1080,96,14,93
Moe & Jerryweather,3,1119,95,11,100
Moe & Jerryweather,4,1260,90,12,92
Moe & Jerryweather,5,944,83,11,91
Moe & Jerryweather,6,300,76,9,100
"B&b, de boca en boca",1,81,93,11,55
The Terminal,1,90,86,34,76
The Terminal,2,99,88,16,94
Ryan's Four,1,8,50,24,71
Auction Kings,1,459,97,14,93
Auction Kings,2,159,94,7,100
Dr. W,1,53,71,6,100
The Long Road,1,49,68,13,77
Mikmak,1,33,94,6,100
Twende,1,2085,88,83,75
Twende,2,732,55,27,67
Divorcio,1,109,72,62,63
Divorcio,2,52,80,12,83
Divorcio,3,13,38,8,88
Filthy Rich & Catflap,1,21,52,14,64
Duster,1,391,98,52,88
Dusk,1,77,79,16,69
Michelle's,1,245,60,16,81
W.A.R.P. Team!,1,261,84,82,88
W.A.R.P. Team!,2,424,91,70,97
Daddy,1,49,83,11,36
The Stranger,1,336,74,24,83
Stone Trek,1,262,86,11,82
Station X,1,142,37,17,65
The Blunders,1,336,74,24,83
The Man,1,1848,89,61,95
The Man,2,862,88,25,64
The Man,3,443,87,21,86
The Man,4,247,60,13,92
Extra Ordinary,1,344,88,33,76
Bhasha,1,48,92,11,73
Bhasha,2,33,96,7,100
Bhasha,3,58,90,14,100
BROaches,1,86,81,19,26
Tiger & Bunny 2,1,804,84,98,86
Love U,1,887,86,46,87
Love U,2,239,85,27,96
Love U,3,159,87,11,100
Alma Rosa,1,597,96,23,100
Alma Rosa,2,429,98,18,94
Alma Rosa,3,402,97,10,100
Alma Rosa,4,420,76,34,79
Alma Rosa,5,302,64,52,56
Idiotest,1,52,75,9,89
Jean-Luc & Faipassa,1,49,83,11,36
James & Mike Mondays,1,15,82,6,83
Roseanne's Nuts,1,22,67,18,89
Roseanne's Nuts,2,11,82,5,100
Next,1,18,72,14,64
Queer Eye: We're in Japan!,1,21,86,5,100
Laoura,1,211,74,51,24
Turn & Learn ABCs: Super Simple,1,174,90,41,54
Imam,1,92,59,21,100
Good Girls,1,394,89,51,63
Good Girls,2,197,90,8,100
Good Girls,3,85,56,6,100
Agent King,1,3075,79,72,88
Agent King,2,2475,90,33,91
Agent King,3,1943,91,22,100
Agent King,4,1417,94,25,96
Agent King,5,1232,92,23,100
Agent King,6,653,89,15,93
Agent King,7,255,92,14,100
Runt,1,157,45,51,80
Kite & String,1,189,62,41,63
Kite & String,2,104,72,7,29
Line Friends,1,9,33,5,100
Next Stop,1,18,72,14,64
The Romanovs,1,170,63,63,49
The Riddlers,1,1663,89,65,91
Evil Genius,1,235,84,30,80
This Giant Beast That is the Global Economy,1,7,57,7,43
Body & Soul,1,16,50,19,53
Orleans,1,132,65,30,60
Feaction,1,572,50,6,33
Belisario,1,413,82,13,69
Belisario,2,215,87,5,80
Belisario,3,202,85,6,83
Belisario,4,266,89,8,100
Belisario,5,289,84,5,80
Belisario,6,213,75,5,80
Belisario,7,168,72,9,78
Beyond Scared Straight,1,141,72,12,42
Zoya,1,228,46,32,75
Marya,1,84,83,5,100
KOAPP,1,5,100,5,80
Deadstar,1,94,88,11,91
My Friend Mark,1,296,93,55,93
Better Man,1,5178,95,69,97
Better Man,2,2257,96,31,97
Better Man,3,1575,96,39,97
Better Man,4,1286,95,36,99
Better Man,5,721,96,42,99
Soulmate's,1,16,56,12,67
Love & Hip Hop: Hollywood,1,887,86,46,87
Love & Hip Hop: Hollywood,2,239,85,27,96
Love & Hip Hop: Hollywood,3,159,87,11,100
Quads!,1,30,58,7,100
Scomparsa,1,30,80,20,85
You & Me Forever,1,1906,80,59,93
You & Me Forever,2,1158,83,41,88
Green Baby,1,70,64,36,56
Inui,1,25,56,16,63
Golden Palms,1,70,93,13,69
Golden Palms,2,41,92,5,80
Golden Palms,3,39,76,5,80
Golden Palms,4,84,57,6,33
Nancy,1,170,70,30,53
Simon Says,1,50,86,32,78
Wild Horses,1,1751,90,26,69
Wild Horses,2,1219,98,22,100
Wild Horses,3,1545,96,31,100
Wild Horses,4,980,98,35,97
Wild Horses,5,1013,94,47,98
Wild Horses,6,657,95,52,96
Nouba,1,59,58,25,80
"Breakfast, Lunch & Dinner",1,11,64,5,80
Lili,1,41,61,7,43
Dear Friend,1,157,90,20,65
Disk Duny,1,215,72,62,87
The Window,1,8,88,28,57
Ariana Rose,1,250,88,26,27
La molinera,1,8,40,29,59
La red,1,66,86,18,39
María Lola,1,19,46,15,60
Bert,1,218,67,46,98
Nicolás,1,13,67,5,60
The Crabs,1,16,81,23,100
The 'Wood,1,38,55,8,100
Grachi,1,11,55,7,86
Wallace & Gromit's Cracking Contraptions,1,8,100,8,100
Wild Seed,1,1751,90,26,69
Wild Seed,2,1219,98,22,100
Wild Seed,3,1545,96,31,100
Wild Seed,4,980,98,35,97
Wild Seed,5,1013,94,47,98
Wild Seed,6,657,95,52,96
Spektrum,1,22,91,11,100
Judas,1,68,84,11,73
The Unboxing,1,83,78,78,76
Mandala,1,7646,93,36,93
Mandala,2,331,92,77,89
Ro,1,5,60,29,66
Kin,1,459,97,14,93
Kin,2,159,94,7,100
Tú o nadie,1,10,60,5,100
Broder,1,742,66,33,70
Comedy Now!,1,130,70,32,78
Doris & Mary-Anne Are Breaking Out of Prison,1,14,62,16,88
Cormoran,1,141,72,12,42
Cyrano,1,7646,93,36,93
Cyrano,2,331,92,77,89
Traps,1,122,84,15,100
The Road Home,1,49,68,13,77
