Show,Season,User_Ratings,Audience_Score,Critic_Ratings,Tomatometer
The Raes,1,480,87,22,59
Moma,1,182,88,38,71
Holy & Hungry,1,21,67,11,91
Hadley!,1,361,95,17,88
Hadley!,2,7,100,10,100
Hadley!,3,253,98,22,100
Hadley!,4,374,95,43,93
Hadley!,5,347,91,38,92
The Mitchi & Vlad Show,1,329,96,14,93
The Mitchi & Vlad Show,2,219,97,8,88
The Mitchi & Vlad Show,3,189,97,8,88
The Mitchi & Vlad Show,4,169,96,6,100
The Mitchi & Vlad Show,5,166,95,6,67
The Mitchi & Vlad Show,6,153,94,6,83
The Mitchi & Vlad Show,7,144,86,9,78
The Mitchi & Vlad Show,8,143,71,9,67
The Mitchi & Vlad Show,9,167,56,9,22
The Mitchi & Vlad Show,10,1569,73,56,64
The Mitchi & Vlad Show,11,448,78,41,77
Plons,1,1498,85,5,100
Plons,2,279,88,5,100
Plons,3,518,78,12,100
Plons,4,152,71,8,75
On the Streets,1,8,100,10,100
Off the Boot,1,706,87,52,90
Off the Boot,2,103,95,11,100
Off the Boot,3,45,80,9,100
Off the Boot,4,55,70,7,86
The Harolds,1,19752,92,88,67
Viktoriya,1,85,84,5,100
Hip Hop,1,18,87,5,100
Well Read,1,50,62,6,67
Club A,1,35,86,8,100
Shariland,1,127,77,39,87
Garageland,1,49,85,32,72
Garageland,2,70,81,5,100
The Sinners,1,2187,87,41,90
The Sinners,2,1427,81,33,97
The Sinners,3,609,46,13,85
Universo Z,1,129,91,12,100
Universo Z,2,89,92,6,100
Universo Z,3,85,90,9,100
Universo Z,4,85,90,8,100
Universo Z,5,121,90,13,100
Universo Z,6,59,73,7,100
Hollywood & Vines,1,811,76,126,57
Cross Wits,1,25,82,12,100
YNCU,1,93,89,9,100
Nasser,1,5,100,5,100
Muzart,1,705,92,35,91
Muzart,2,187,93,17,88
Muzart,3,118,88,16,100
Muzart,4,101,89,10,100
Mother Love,1,132,83,47,64
Louna Park,1,64,73,37,57
Dark Dreams,1,19,82,5,100
The Shearers,1,18,11,7,86
The Base,1,77,91,7,86
Gilliams & De Bie,1,12,73,5,100
Luke White,1,100,87,29,79
Luke White,2,75,93,22,95
Mom & Me,1,167,84,40,70
Mom & Me,2,86,90,8,88
Mom & Me,3,52,86,11,100
Who Is,1,221,85,67,57
Khane Mehr,1,266,78,31,48
Khane Mehr,2,142,89,6,100
Khane Mehr,3,36,68,5,100
Trace Trends,1,144,74,18,44
WallerFM,1,1182,93,40,100
WallerFM,2,1196,93,94,100
Epiloges,1,88,87,35,71
Epiloges,2,50,87,21,90
Epiloges,3,72,77,12,58
Epiloges,4,69,95,11,82
Epiloges,5,39,100,7,100
Bill's Food,1,175,85,26,50
Tako Talk,1,64,93,5,100
Young & Gifted,1,59,69,12,58
Elisabeth möter,1,105,78,22,73
Altin petek,1,344,88,33,76
What Matters,1,54,85,7,86
The MANual,1,7656,93,36,93
The MANual,2,481,75,99,90
Duelle,1,20,76,11,100
Maria Elisa,1,261,91,31,94
Reimers,1,155,70,39,82
Reimers,2,149,36,8,100
The Leash!,1,166,89,14,86
Doctor Diva,1,19,74,13,100
Lince,1,63,65,11,36
Emily & the Treasure Map,1,400,60,55,64
Amú,1,84,51,35,40
Mestres,1,29,41,20,35
Turn & Burn,1,174,90,42,52
Arena,1,371,86,23,52
Arena,2,244,88,11,82
Arena,3,262,86,13,69
To Life!,1,44,75,26,100
Homeless Show,1,52,90,37,70
Homeless Show,2,355,94,11,100
Homeless Show,3,326,94,13,92
Homeless Show,4,461,95,15,100
Homeless Show,5,24,88,12,92
Homeless Show,6,24,83,10,100
Homeless Show,7,194,92,8,88
Homeless Show,8,379,79,7,100
Homeless Show,9,222,58,11,73
Homeless Show,10,168,52,5,40
Black File,1,138,70,19,47
Community & Coffee,1,789,96,41,90
Community & Coffee,2,659,98,18,100
Community & Coffee,3,597,97,22,91
Community & Coffee,4,554,57,40,65
Community & Coffee,5,754,94,42,93
Community & Coffee,6,620,85,36,89
Frou-Frou,1,76,82,8,88
Noms,1,137,74,30,70
Noms,2,151,89,8,75
Mr & Mrs with Julian Clary,1,191,78,8,88
Ukool,1,18,87,5,100
Greek Fire,1,19,54,10,50
Love & Hip Hop Atlanta: After Party Live!,1,887,86,46,87
Love & Hip Hop Atlanta: After Party Live!,2,239,85,27,96
Love & Hip Hop Atlanta: After Party Live!,3,159,87,11,100
KitcheN' Health,1,13,91,11,36
Livet Etter,1,157,90,20,65
Mustafas show,1,97,93,17,24
Fuel,1,173,84,33,100
Becky & Kate: Works in Progress,1,77,91,8,100
Angelo!,1,18,93,13,100
Stalkers,1,268,81,49,20
The Peacocks,1,11,73,7,100
Nico à Noite,1,28,85,10,50
1MMs,1,64,58,13,62
ExPats,1,1979,94,44,77
ExPats,2,1255,97,21,95
ExPats,3,1799,97,26,100
ExPats,4,1447,94,33,100
Saturday Date,1,15,86,8,88
Star Truc,1,2118,85,89,92
Star Truc,2,348,64,27,60
Argument,1,22,67,18,89
Argument,2,11,82,5,100
Valentes,1,30,80,20,85
Mrs. Town,1,1532,96,82,94
Mrs. Town,2,447,92,71,92
Mrs. Town,3,398,75,50,82
American Core,1,15,100,7,71
Vows,1,62,56,26,77
Adeland,1,430,85,52,58
Adeland,2,312,83,7,100
Adeland,3,134,88,5,100
Gatz,1,63,97,5,100
Together Live,1,145,88,21,38
Vacation Time,1,7581,55,115,96
I sofita,1,781,85,67,87
Rachael's Vacation,1,117,83,80,94
Rachael's Vacation,2,1890,66,86,83
Alejandra,1,1217,91,25,80
Alejandra,2,437,90,13,100
Alejandra,3,283,83,16,100
Young & Rich,1,59,69,12,58
HomePage,1,8,62,16,94
Wisdom,1,135,81,21,24
Anna X...,1,10,100,9,78
Na Kafe,1,8,62,13,85
Tania,1,457,91,37,78
Tania,2,589,53,8,88
Tania,3,255,53,5,80
Drakul,1,1090,57,54,70
Meet Peters & Lee,1,166,87,13,62
Ramses,1,63,65,11,36
Santiara,1,425,80,21,48
XOXO,1,4865,95,47,100
XOXO,2,363,91,28,89
Megastar,1,95,88,11,91
The Mun2 Look,1,112,81,20,45
Treasure Mall,1,60,83,13,54
Shalalá,1,37,92,33,73
Vandals,1,1324,89,48,98
Vandals,2,581,92,48,98
Mag's,1,10,40,5,100
Food Fantasy,1,1211,90,97,84
1999,1,8,83,12,83
1999,2,5,80,6,50
Suspeita,1,24,69,16,50
The Stevie Mack Show,1,1547,93,104,61
Sandra & Miele,1,117,73,34,94
Whine & Cheese,1,28,47,19,53
Summer's Best,1,23,100,23,83
Gambler,1,44,94,12,75
VODVille,1,8886,94,53,30
VODVille,2,2116,94,14,100
Keep Going,1,72,86,30,33
Better Than Four,1,60,89,15,80
Polo Chan,1,2485,93,45,33
Polo Chan,2,765,94,6,100
Fantasy Body,1,3659,91,101,84
Fantasy Body,2,1672,79,96,97
Star Sale,1,182,75,37,35
Spectrums,1,22,91,11,100
Slam,1,113,71,39,92
Dance High,1,2263,94,66,82
Dance High,2,2951,97,45,98
Dance High,3,2059,91,47,98
Gimi,1,134,87,22,100
CBSN AM,1,96,77,24,58
Into The Net,1,323,76,8,88
Uden Adam,1,39,95,5,100
Maripani,1,165,89,15,93
Seven Ages,1,162,88,35,86
Seven Ages,2,32,88,11,91
Splat,1,145,88,21,38
Maradona,1,48,98,10,40
I'm Here,1,202,90,37,51
Grand écran,1,69,74,19,74
Homecoming,1,821,72,96,98
Homecoming,2,150,58,45,58
Blinkers,1,1620,96,15,87
Blinkers,2,1165,97,7,100
Blinkers,3,812,95,7,100
Blinkers,4,742,96,28,93
Blinkers,5,518,88,27,85
Famine,1,206,83,28,54
Atlanta & Company,1,1867,91,74,97
Atlanta & Company,2,712,87,64,98
Stuk,1,11,80,6,83
Runaways,1,2022,84,81,86
Runaways,2,1258,90,22,86
Runaways,3,103,62,11,91
Joke Time,1,805,84,98,86
Unresolved,1,77,82,23,74
Unresolved,2,14,79,5,80
The Bund,1,166,75,25,56
FREEzone,1,8,83,6,67
Duel Show,1,37,86,9,78
Story Time,1,37,95,8,100
Homelands,1,1198,93,31,100
Homelands,2,829,93,42,93
Homelands,3,893,83,40,80
Homelands,4,925,90,46,81
Homelands,5,666,85,27,88
Homelands,6,472,76,28,78
Homelands,7,306,76,20,80
Homelands,8,220,87,26,85
My Shot With,1,129,76,31,81
Erika,1,61,67,45,18
Shedon pote,1,762,73,46,76
Splitters,1,80,80,43,100
Florida!,1,14,71,13,85
Katie & Peter: The Next Chapter Stateside,1,66,87,7,100
Stå op,1,19,74,14,64
Extraordinario,1,344,88,33,76
Life After,1,968,93,45,73
Life After,2,345,85,29,76
Lunatic,1,118,88,10,10
Tyler's Ride,1,386,81,25,68
Tyler's Ride,2,316,89,10,90
Tyler's Ride,3,480,92,17,88
Tyler's Ride,4,359,76,12,67
Tyler's Ride,5,331,78,12,92
Tyler's Ride,6,204,83,12,83
Math #Problemoftheday,1,7,80,11,82
Caruso & Co,1,23,59,20,80
James' Boys,1,23,100,23,83
Yarana,1,45,80,21,95
Ozon,1,28,82,11,91
Fighting Back,1,2336,54,51,96
Fighting Back,2,281,45,10,91
Fighting Back,3,137,44,7,100
Y,1,59,69,12,58
Health Corner,1,13,62,5,60
1ndustry,1,12,50,23,78
Agorà,1,126,96,25,100
BearBear,1,114,78,5,100
I Love,1,113,53,14,93
Easel,1,9,78,12,83
Baar,1,81,93,11,55
Music Revolution,1,18,87,5,100
Waldhaus,1,53,79,32,34
Hints,1,167,95,11,100
Sokhi,1,781,85,67,87
Marlow meets...,1,146,80,16,75
Money,1,1498,85,5,100
Money,2,279,88,5,100
Money,3,518,78,12,100
Money,4,152,71,8,75
Berlyn,1,171,92,15,60
Debby & Nancy Laid Knight,1,3437,83,56,11
The Liz & Jny Show,1,22,80,36,72
Manos,1,52,92,8,100
Tamarka,1,572,50,6,33
Fashbook,1,1042,96,29,93
Fashbook,2,708,88,12,78
Fashbook,3,1938,83,96,94
Snakehead,1,13,77,7,57
Ruff,1,11,73,7,100
Seeker,1,55,87,33,79
Baby Dance,1,8,88,28,57
Blue Mars,1,4125,92,45,89
Blue Mars,2,2754,97,29,100
Blue Mars,3,2461,95,29,97
Laura & Der Wendler - Total verliebt in Amerika,1,211,74,51,24
The Dark Age,1,1036,94,77,88
Magicland,1,835,79,46,74
Magicland,2,397,90,22,91
Magicland,3,509,88,13,100
Magicland,4,145,77,29,93
Magicland,5,205,66,10,100
Declared,1,8,100,30,93
Stress,1,158,90,20,65
Mixer,1,74,59,20,80
Daily Vice,1,11,56,10,90
Kids Mania,1,80,80,43,100
Labyrinth,1,23,42,11,64
Emily Time!,1,244,50,25,32
George Sand,1,45,91,38,84
The Sports List,1,629,95,56,96
Iron King,1,7581,55,115,96
The Legends,1,120,61,6,100
Katy Keene,1,81,78,22,91
Super Girl,1,3331,54,72,92
Super Girl,2,1137,56,20,92
Super Girl,3,782,55,15,78
Super Girl,4,650,45,7,87
Super Girl,5,369,44,8,92
The Office,1,19,89,39,69
The Office,2,584,98,13,100
The Office,3,656,98,13,100
The Office,4,607,98,12,83
The Office,5,575,98,16,100
The Office,6,522,94,15,73
The Office,7,529,93,24,83
The Office,8,541,57,25,44
The Office,9,787,87,42,79
Dear John,1,2614,62,58,97
Dear John,2,560,56,32,100
Dear John,3,112,31,20,90
Bruh,1,990,79,78,67
Bruh,2,127,83,17,82
Kingdom,1,461,97,14,93
Kingdom,2,162,94,7,100
The Twilight Zone,1,739,38,88,70
The Twilight Zone,2,46,54,23,65
Anne,1,1245,91,29,83
Anne,2,203,74,8,38
Dear White People,1,2614,62,58,97
Dear White People,2,560,56,32,100
Dear White People,3,112,31,20,90
American Vandal,1,1324,89,48,98
American Vandal,2,581,92,48,98
Dracula,1,1090,57,54,70
The New Legends of Monkey,1,120,61,6,100
Black Monday,1,100,85,45,56
Black Monday,2,13,77,5,80
Bonham & Clyde: The Best In Security,1,1862,94,72,88
Bonham & Clyde: The Best In Security,2,717,95,83,89
Bonham & Clyde: The Best In Security,3,484,81,100,90
Healer,1,596,72,6,100
Healer,2,217,75,5,100
Chappelle's Show,1,11,100,11,100
Chappelle's Show,2,7,100,8,100
Chappelle's Show,3,5,100,16,88
The Rascal,1,7656,93,36,93
The Rascal,2,472,75,99,90
Force,1,2054,75,95,38
Skull & Bones,1,197,77,61,64
Meso,1,1889,88,28,46
Dispatches from Elsewhere,1,161,73,37,86
Dead Like Me,1,24,96,16,69
Dead Like Me,2,16,94,6,100
The Crow,1,1862,94,72,88
The Crow,2,717,95,83,89
The Crow,3,488,82,100,90
La sala,1,395,83,14,100
La sala,2,240,89,12,92
Mindhunters,1,3972,95,100,97
Mindhunters,2,1491,95,67,99
Apex,1,57,91,26,85
Infinity Train,1,41,98,8,100
Infinity Train,2,19,100,6,100
Cloak & Dagger,1,1280,72,54,89
Cloak & Dagger,2,218,71,7,86
Lady Dynamite,1,224,79,37,95
Lady Dynamite,2,26,76,16,100
Ramo,1,395,83,14,100
Ramo,2,240,89,12,92
Feel Good,1,173,84,33,100
Handy Bean,1,113,71,39,92
The Critic,1,6,100,12,83
The Critic,2,6,83,6,83
Born Free,1,19752,92,88,67
Deadly Class,1,519,92,36,64
Little Voice,1,47,83,29,76
We Hunt Together,1,11,82,10,50
The Mick,1,299,91,26,58
Beastars,1,95,88,11,91
The Wright Stuff,1,49,76,29,55
The Messengers,1,138,70,19,47
Aliki,1,11,82,10,50
Trust,1,173,78,60,78
Star,1,2558,56,66,86
Cheat,1,5,80,19,89
Dynamo,1,224,79,37,95
Dynamo,2,26,76,16,100
Aggretsuko,1,126,96,25,100
Dogma,1,47,51,5,100
The Amber Ruffin Show,1,11,73,7,100
Harley Quinn,1,470,86,32,88
Harley Quinn,2,96,90,17,100
Love Life,1,132,83,47,64
Hell House,1,4070,91,97,93
Derek,1,203,85,32,53
Derek,2,219,91,9,67
Bounty Hunters,1,670,95,24,92
Topper,1,54,85,7,86
Anne & Jake,1,1245,91,29,83
Anne & Jake,2,203,74,8,38
Our Cartoon President,1,244,50,25,32
Wet Hot American Summer: First Day of Camp,1,867,80,55,93
Wet Hot American Summer: First Day of Camp,2,27,62,32,75
C,1,10,100,9,78
The Nether,1,626,94,33,82
The Nether,2,535,91,34,97
The Nether,3,378,85,29,100
The Nether,4,151,86,15,100
The Nether,5,83,84,13,100
Black Night,1,2336,54,51,96
Black Night,2,281,45,10,91
Black Night,3,137,44,7,100
Dinner Mate,1,2187,87,41,90
Dinner Mate,2,1427,81,33,97
Dinner Mate,3,609,46,13,85
Slam Dunk,1,2627,93,52,91
Slam Dunk,2,1649,92,25,92
Slam Dunk,3,679,93,15,93
Slam Dunk,4,465,83,10,88
Slam Dunk,5,202,88,5,95
Fla5h,1,5056,89,63,92
Fla5h,2,2931,85,23,94
Fla5h,3,1580,65,23,85
Fla5h,4,1452,51,19,80
Fla5h,5,950,58,11,94
Fla5h,6,392,61,5,85
The Enemy Within,1,170,81,14,43
Teen Wolf,1,386,81,25,68
Teen Wolf,2,316,89,10,90
Teen Wolf,3,480,92,17,88
Teen Wolf,4,359,76,12,67
Teen Wolf,5,331,78,12,92
Teen Wolf,6,204,83,12,83
Faking It,1,121,84,12,75
3Below: Tales of Arcadia,1,22,74,6,100
Sherlock,1,2882,98,27,93
Sherlock,2,2548,98,34,94
Sherlock,3,3399,95,40,91
Sherlock,4,3306,44,28,54
Odessa,1,46,85,14,71
The Fear,1,1762,62,63,76
The Fear,2,787,59,30,70
The Fear,3,502,78,6,84
The Fear,4,474,65,6,80
The Fear,5,312,43,9,55
The Fear,6,64,86,7,86
Midori Days,1,92,92,23,100
Soulmate,1,17,59,12,67
Vagrant Queen,1,325,80,9,100
Éternelle,1,1105,52,52,67
Zendaman,1,1019,85,94,82
Maisy,1,1532,96,82,94
Maisy,2,447,92,71,92
Maisy,3,398,75,50,82
Soul Mate,1,17,59,12,67
Zona,1,739,38,88,70
Zona,2,46,54,23,65
Maury,1,1198,93,31,100
Maury,2,829,93,42,93
Maury,3,893,83,40,80
Maury,4,925,90,46,81
Maury,5,666,85,27,88
Maury,6,472,76,28,78
Maury,7,306,76,20,80
Maury,8,220,87,26,85
David,1,61,84,23,100
Line Romance,1,132,83,47,64
The Vise,1,592,95,49,96
Vila Faia,1,1577,86,56,85
Vila Faia,2,530,89,87,93
Vila Faia,4,273,80,8,100
Vila Faia,5,168,93,6,83
Vila Faia,6,75,87,5,80
Vale Tudo,1,470,86,32,88
Vale Tudo,2,96,90,17,100
The Fear,1,1763,62,63,76
The Fear,2,788,59,30,70
The Fear,3,503,78,6,84
The Fear,4,475,65,6,80
The Fear,5,313,43,9,55
The Fear,6,64,86,7,86
Munch,1,176,89,57,74
Rani,1,663,79,49,78
Karneval,1,1444,87,67,55
David Makes Man,1,61,84,23,100
The Name of the Rose,1,10,70,15,53
Glacé,1,1021,87,40,57
Glacé,2,303,92,11,91
Glacé,3,186,92,10,100
Glacé,4,123,93,6,100
Glacé,5,89,87,13,100
Glacé,6,46,85,6,83
Skywatch,1,17,88,14,100
Out,1,22,95,8,88
The Kingdom,1,2116,93,31,87
The Kingdom,2,508,97,7,86
The Kingdom,3,487,97,7,100
Decker,1,1021,87,40,57
Decker,2,303,92,11,91
Decker,3,186,92,10,100
Decker,4,123,93,6,100
Decker,5,89,87,13,100
Decker,6,46,85,6,83
Coyote,1,592,95,49,96
Cursed,1,1105,52,52,67
Love.Life,1,132,83,47,64
sHERlock,1,2882,98,27,93
sHERlock,2,2548,98,34,94
sHERlock,3,3399,95,40,91
sHERlock,4,3307,44,28,54
Souls,1,17,59,12,67
Barbarians,1,114,78,5,100
Julie and the Phantoms,1,359,99,24,92
Bod,1,1940,83,69,93
Gasaraki,1,45,62,12,67
Kamandag,1,663,79,49,78
Botoks,1,17,93,7,86
Slam Dunk,1,2628,93,52,91
Slam Dunk,2,1649,92,25,92
Slam Dunk,3,679,93,15,93
Slam Dunk,4,465,83,10,88
Slam Dunk,5,202,88,5,95
Midori Days,1,95,92,23,100
Dark Minds,1,113,71,39,92
Dr. Who FA,1,64,94,12,83
Dr. Who FA,2,975,91,7,100
Dr. Who FA,3,52,96,6,100
Dr. Who FA,4,106,99,7,100
Dr. Who FA,5,923,92,14,100
Dr. Who FA,6,46,87,9,100
Dr. Who FA,7,963,83,7,100
Dr. Who FA,8,1437,79,26,88
Dr. Who FA,9,1025,82,17,90
Dr. Who FA,10,918,69,13,88
Dr. Who FA,11,8149,20,41,90
Dr. Who FA,12,3762,16,8,78
Patrik Pacard,1,2561,56,66,86
Dark Blue,1,4125,92,45,89
Dark Blue,2,2754,97,29,100
Dark Blue,3,2461,95,29,97
Kamandag,1,664,79,49,78
Warrior,1,157,94,24,79
Martin Mystery,1,221,74,15,73
Martin Mystery,2,104,62,7,57
Barda,1,114,78,5,100
"Ed, Edd n Eddy",1,22,95,8,63
Steins;Gate,1,63,97,5,100
The Rascal,1,7677,92,36,93
The Rascal,2,539,69,101,91
The Prince,1,3191,73,24,100
The Prince,2,309,90,13,85
The Prince,3,185,90,9,100
The Prince,4,209,94,11,100
The Prince,5,151,93,13,100
RollBots,1,204,90,43,77
Mansour,1,231,26,21,38
Kiko,1,112,96,9,100
Kiko,2,29,93,9,100
Kiko,3,16,94,6,100
Soul,1,17,59,12,67
Seekers,1,55,87,33,79
Lift,1,47,83,29,76
Class Act,1,520,92,36,64
Mandatori,1,7677,92,36,93
Mandatori,2,545,69,101,91
Bodyguards,1,1940,83,69,93
Japan Sinks: 2020,1,45,62,12,67
Foxy Brown,1,424,79,25,84
Foxy Brown,2,288,84,16,81
Foxy Brown,3,282,81,13,100
Foxy Brown,4,268,77,12,100
Foxy Brown,5,382,80,16,88
She-Ra: Princess of Power,1,3191,73,24,100
She-Ra: Princess of Power,2,309,90,13,85
She-Ra: Princess of Power,3,185,90,9,100
She-Ra: Princess of Power,4,209,94,11,100
She-Ra: Princess of Power,5,151,93,13,100
Adventure Agents,1,3081,79,72,88
Adventure Agents,2,2481,90,33,91
Adventure Agents,3,1949,91,22,100
Adventure Agents,4,1423,94,25,96
Adventure Agents,5,1238,92,23,100
Adventure Agents,6,659,90,15,93
Adventure Agents,7,262,92,14,100
Lego Friends,1,158,90,20,65
Kristine,1,163,93,36,92
Duster,1,396,98,52,88
Petrol,1,1630,80,51,96
Petrol,2,149,69,25,96
Soulmates,1,17,59,12,67
Uncut,1,94,90,9,100
Agent King,1,3081,79,72,88
Agent King,2,2481,90,33,91
Agent King,3,1949,91,22,100
Agent King,4,1423,94,25,96
Agent King,5,1238,92,23,100
Agent King,6,659,90,15,93
Agent King,7,262,92,14,100
The Late Show with Stephen Colbert,1,206,72,56,91
Squinters,1,22,77,8,50
Hero Tales,1,48,96,6,100
Apex,1,58,91,26,85
Passenger,1,138,70,19,47
Midori Days,1,101,91,23,100
Ekaterina,1,445,90,21,52
Raised by Wolves,1,664,79,49,78
Save Me,1,17,88,14,100
Tieta,1,3125,73,45,80
Tieta,2,632,72,21,81
Chat Like Love,1,132,83,47,64
alijenab,1,57,74,15,93
Medinah,1,575,84,32,94
Look,1,163,93,36,92
Outlands,1,2628,93,52,91
Outlands,2,1649,92,25,92
Outlands,3,679,93,15,93
Outlands,4,465,83,10,88
Outlands,5,202,88,5,95
Soul Mates,1,17,59,12,67
Messy,1,1890,88,28,46
Swamp Thing,1,113,71,39,92
Friends with Better Lives,1,158,90,20,65
Friends,1,158,90,20,65
Silver Mask,1,2055,75,95,38
Lucid,1,2407,82,43,49
Lucid,2,1362,79,9,100
Lucid,3,1428,78,7,100
Lucid,4,861,85,8,100
Lucid,5,475,80,21,81
The Rascal,1,7677,92,36,93
The Rascal,2,585,71,101,91
Lilly the Witch,1,1547,93,104,61
Bruh,1,991,79,78,67
Bruh,2,128,84,17,82
Hill Horrors,1,4070,91,97,93
Thru,1,55,87,33,79
Stay Home,1,443,42,40,65
Roots & Wings,1,20,60,9,78
Garry Halliday,1,45,89,39,92
Bounty Hunters,1,673,95,24,92
The Punishers,1,6035,90,78,67
The Punishers,2,1764,70,35,60
Star's Lover,1,443,42,40,65
ShKYa,1,17,88,14,100
Apple's Way,1,10,90,5,100
A Little Late with Lilly Singh,1,2109,16,11,82
Mandala,1,7677,92,36,93
Mandala,2,586,71,101,91
Infinite,1,41,98,8,100
Infinite,2,20,100,6,100
Shin Chan,1,47,51,5,100
My Hero,1,94,90,9,100
Amore,1,310,89,19,95
Amore,2,62,88,5,80
Yong Pal,1,59,69,12,58
Kin,1,461,97,14,93
Kin,2,162,94,7,100
The Rascal,1,7677,92,36,93
The Rascal,2,587,71,101,91
The Straits,1,1979,94,44,77
The Straits,2,1255,97,21,95
The Straits,3,1799,97,26,100
The Straits,4,1448,94,33,100
Warp,1,658,74,33,70
Apex,1,60,92,26,85
OZ,1,88,94,12,67
OZ,2,59,97,6,100
OZ,3,57,98,6,100
Grach,1,1021,87,40,57
Grach,2,303,92,11,91
Grach,3,186,92,10,100
Grach,4,123,93,6,100
Grach,5,89,87,13,100
Grach,6,46,85,6,83
Silver Mask,1,2056,75,95,38
Fantasy Patrol,1,1630,80,51,96
Fantasy Patrol,2,149,69,25,96
O Bofe,1,482,95,29,100
O Bofe,2,329,95,16,88
O Bofe,3,316,97,13,92
O Bofe,4,305,91,12,67
O Bofe,5,404,91,10,90
O Bofe,6,355,87,7,100
O Bofe,7,196,85,6,67
Infinity,1,41,98,8,100
Infinity,2,20,100,6,100
Focus,1,326,87,11,82
The Rascal,1,7677,92,36,93
The Rascal,2,589,71,101,91
The Gifted,1,1014,75,54,76
The Gifted,2,317,65,12,83
Andro Melos,1,1688,94,57,89
Andro Melos,2,952,96,17,100
Andro Melos,3,750,96,14,93
Andro Melos,4,589,96,13,100
Andro Melos,5,598,94,14,100
Andro Melos,6,1214,88,27,100
Andro Melos,7,216,91,9,89
Little Apple,1,47,83,29,76
Rounin,1,1198,93,31,100
Rounin,2,829,93,42,93
Rounin,3,893,83,40,80
Rounin,4,925,90,46,81
Rounin,5,666,85,27,88
Rounin,6,472,76,28,78
Rounin,7,306,76,20,80
Rounin,8,220,87,26,85
The Interns,1,57,74,9,67
Boj,1,1754,90,26,69
Boj,2,1222,98,22,100
Boj,3,1548,96,31,100
Boj,4,983,97,35,97
Boj,5,1015,94,47,98
Boj,6,660,94,52,96
Bad Blood,1,114,84,5,80
Lego City Adventures,1,158,90,20,65
Cold Walls,1,64,94,12,83
Cold Walls,2,975,91,7,100
Cold Walls,3,52,96,6,100
Cold Walls,4,106,99,7,100
Cold Walls,5,923,92,14,100
Cold Walls,6,46,87,9,100
Cold Walls,7,963,83,7,100
Cold Walls,8,1437,79,26,88
Cold Walls,9,1025,82,17,90
Cold Walls,10,918,69,13,88
Cold Walls,11,8149,20,41,90
Cold Walls,12,3762,16,8,78
Doon,1,461,97,14,93
Doon,2,162,94,7,100
Hargrave,1,4937,80,63,78
Hargrave,2,2083,53,52,27
Hargrave,3,1383,44,18,11
Hargrave,4,717,54,12,25
Force,1,2056,75,95,38
The Sight,1,49,76,29,55
The End,1,4033,91,52,96
The End,2,578,89,35,91
Titans,1,3125,73,45,80
Titans,2,632,72,21,81
Lutter,1,48,96,6,100
Kai,1,4867,95,47,100
Kai,2,365,91,28,89
Meso,1,1890,88,28,46
Alix,1,63,90,26,85
Psi,1,43,82,6,100
Dead Wait,1,2615,62,58,97
Dead Wait,2,561,56,32,100
Dead Wait,3,113,32,20,90
Ifalakhe,1,1577,86,56,85
Ifalakhe,2,530,89,87,93
Ifalakhe,4,273,80,8,100
Ifalakhe,5,168,93,6,83
Ifalakhe,6,75,87,5,80
Class Act,1,521,92,36,64
The Grimleys,1,8886,94,53,30
The Grimleys,2,2116,94,14,100
The Station,1,49,76,29,55
The Boy,1,3671,91,101,84
The Boy,2,1677,79,96,97
Nati ieri,1,1024,75,89,62
Blood Cell,1,61,84,13,54
RoadKill,1,6,67,29,66
Wolves,1,665,79,49,78
Bonham & Clyde: The Best In Security,1,1884,94,72,88
Bonham & Clyde: The Best In Security,2,742,95,83,89
Bonham & Clyde: The Best In Security,3,501,82,100,90
Bonham & Clyde: The Best In Security,4,126,96,55,96
City of Friends,1,158,90,20,65
Nouba,1,63,56,26,77
Take Five,1,3577,91,125,94
Take Five,2,1355,81,100,89
Take Five,3,641,61,56,81
Volk,1,613,95,33,100
Friends with Benefits,1,158,90,20,65
Lego City,1,158,90,20,65
Lego: City,1,158,90,20,65
The Sci-Fi Files,1,329,96,14,93
The Sci-Fi Files,2,219,97,8,88
The Sci-Fi Files,3,189,97,8,88
The Sci-Fi Files,4,169,96,6,100
The Sci-Fi Files,5,166,95,6,67
The Sci-Fi Files,6,153,94,6,83
The Sci-Fi Files,7,144,86,9,78
The Sci-Fi Files,8,143,71,9,67
The Sci-Fi Files,9,167,56,9,22
The Sci-Fi Files,10,1569,73,56,64
The Sci-Fi Files,11,448,78,41,77
Roadkill,1,6,67,29,66
Dive!!,1,332,91,18,72
Emily & the Treasure Map,1,404,60,55,64
Good Doctor,1,2154,88,43,63
Bounty Hunters,1,676,95,24,92
Fear Me,1,113,94,7,100
Judas,1,71,83,12,75
Treadwater,1,22,45,24,88
Wolves,1,666,79,49,78
The End.,1,4033,91,52,96
The End.,2,578,89,35,91
Meera,1,20,90,20,75
Dr. Who FA,1,64,94,12,83
Dr. Who FA,2,975,91,7,100
Dr. Who FA,3,52,96,6,100
Dr. Who FA,4,106,99,7,100
Dr. Who FA,5,923,92,14,100
Dr. Who FA,6,46,87,9,100
Dr. Who FA,7,963,83,7,100
Dr. Who FA,8,1437,79,26,88
Dr. Who FA,9,1025,82,17,90
Dr. Who FA,10,918,69,13,88
Dr. Who FA,11,8150,20,41,90
Dr. Who FA,12,3763,16,8,78
Deceiving,1,1445,87,67,55
